filename,label,fold,genre_blues,genre_classical,genre_country,genre_disco,genre_hiphop,genre_jazz,genre_metal,genre_pop,genre_reggae,genre_rock,spec_name
reggae.00057.wav,reggae,4,0,0,0,0,0,0,0,0,1,0,/content/Imgs/reggae.00057.jpg
rock.00082.wav,rock,13,0,0,0,0,0,0,0,0,0,1,/content/Imgs/rock.00082.jpg
pop.00078.wav,pop,2,0,0,0,0,0,0,0,1,0,0,/content/Imgs/pop.00078.jpg
hiphop.00065.wav,hiphop,10,0,0,0,0,1,0,0,0,0,0,/content/Imgs/hiphop.00065.jpg
metal.00089.wav,metal,6,0,0,0,0,0,0,1,0,0,0,/content/Imgs/metal.00089.jpg
metal.00029.wav,metal,10,0,0,0,0,0,0,1,0,0,0,/content/Imgs/metal.00029.jpg
metal.00001.wav,metal,0,0,0,0,0,0,0,1,0,0,0,/content/Imgs/metal.00001.jpg
disco.00055.wav,disco,18,0,0,0,1,0,0,0,0,0,0,/content/Imgs/disco.00055.jpg
reggae.00048.wav,reggae,12,0,0,0,0,0,0,0,0,1,0,/content/Imgs/reggae.00048.jpg
pop.00024.wav,pop,8,0,0,0,0,0,0,0,1,0,0,/content/Imgs/pop.00024.jpg
rock.00023.wav,rock,5,0,0,0,0,0,0,0,0,0,1,/content/Imgs/rock.00023.jpg
disco.00083.wav,disco,10,0,0,0,1,0,0,0,0,0,0,/content/Imgs/disco.00083.jpg
disco.00024.wav,disco,13,0,0,0,1,0,0,0,0,0,0,/content/Imgs/disco.00024.jpg
country.00039.wav,country,1,0,0,1,0,0,0,0,0,0,0,/content/Imgs/country.00039.jpg
hiphop.00045.wav,hiphop,19,0,0,0,0,1,0,0,0,0,0,/content/Imgs/hiphop.00045.jpg
classical.00057.wav,classical,19,0,1,0,0,0,0,0,0,0,0,/content/Imgs/classical.00057.jpg
classical.00008.wav,classical,11,0,1,0,0,0,0,0,0,0,0,/content/Imgs/classical.00008.jpg
classical.00087.wav,classical,14,0,1,0,0,0,0,0,0,0,0,/content/Imgs/classical.00087.jpg
hiphop.00044.wav,hiphop,1,0,0,0,0,1,0,0,0,0,0,/content/Imgs/hiphop.00044.jpg
classical.00071.wav,classical,12,0,1,0,0,0,0,0,0,0,0,/content/Imgs/classical.00071.jpg
metal.00015.wav,metal,18,0,0,0,0,0,0,1,0,0,0,/content/Imgs/metal.00015.jpg
jazz.00094.wav,jazz,5,0,0,0,0,0,1,0,0,0,0,/content/Imgs/jazz.00094.jpg
reggae.00077.wav,reggae,6,0,0,0,0,0,0,0,0,1,0,/content/Imgs/reggae.00077.jpg
country.00023.wav,country,15,0,0,1,0,0,0,0,0,0,0,/content/Imgs/country.00023.jpg
jazz.00073.wav,jazz,4,0,0,0,0,0,1,0,0,0,0,/content/Imgs/jazz.00073.jpg
rock.00029.wav,rock,2,0,0,0,0,0,0,0,0,0,1,/content/Imgs/rock.00029.jpg
hiphop.00007.wav,hiphop,8,0,0,0,0,1,0,0,0,0,0,/content/Imgs/hiphop.00007.jpg
pop.00005.wav,pop,17,0,0,0,0,0,0,0,1,0,0,/content/Imgs/pop.00005.jpg
classical.00061.wav,classical,10,0,1,0,0,0,0,0,0,0,0,/content/Imgs/classical.00061.jpg
hiphop.00099.wav,hiphop,19,0,0,0,0,1,0,0,0,0,0,/content/Imgs/hiphop.00099.jpg
disco.00078.wav,disco,2,0,0,0,1,0,0,0,0,0,0,/content/Imgs/disco.00078.jpg
blues.00074.wav,blues,4,1,0,0,0,0,0,0,0,0,0,/content/Imgs/blues.00074.jpg
disco.00031.wav,disco,13,0,0,0,1,0,0,0,0,0,0,/content/Imgs/disco.00031.jpg
pop.00019.wav,pop,7,0,0,0,0,0,0,0,1,0,0,/content/Imgs/pop.00019.jpg
reggae.00095.wav,reggae,17,0,0,0,0,0,0,0,0,1,0,/content/Imgs/reggae.00095.jpg
hiphop.00004.wav,hiphop,8,0,0,0,0,1,0,0,0,0,0,/content/Imgs/hiphop.00004.jpg
classical.00005.wav,classical,13,0,1,0,0,0,0,0,0,0,0,/content/Imgs/classical.00005.jpg
classical.00088.wav,classical,15,0,1,0,0,0,0,0,0,0,0,/content/Imgs/classical.00088.jpg
reggae.00065.wav,reggae,13,0,0,0,0,0,0,0,0,1,0,/content/Imgs/reggae.00065.jpg
hiphop.00071.wav,hiphop,16,0,0,0,0,1,0,0,0,0,0,/content/Imgs/hiphop.00071.jpg
metal.00096.wav,metal,12,0,0,0,0,0,0,1,0,0,0,/content/Imgs/metal.00096.jpg
disco.00063.wav,disco,3,0,0,0,1,0,0,0,0,0,0,/content/Imgs/disco.00063.jpg
jazz.00066.wav,jazz,6,0,0,0,0,0,1,0,0,0,0,/content/Imgs/jazz.00066.jpg
blues.00095.wav,blues,6,1,0,0,0,0,0,0,0,0,0,/content/Imgs/blues.00095.jpg
rock.00047.wav,rock,3,0,0,0,0,0,0,0,0,0,1,/content/Imgs/rock.00047.jpg
jazz.00083.wav,jazz,13,0,0,0,0,0,1,0,0,0,0,/content/Imgs/jazz.00083.jpg
country.00065.wav,country,1,0,0,1,0,0,0,0,0,0,0,/content/Imgs/country.00065.jpg
classical.00046.wav,classical,18,0,1,0,0,0,0,0,0,0,0,/content/Imgs/classical.00046.jpg
hiphop.00070.wav,hiphop,7,0,0,0,0,1,0,0,0,0,0,/content/Imgs/hiphop.00070.jpg
disco.00025.wav,disco,1,0,0,0,1,0,0,0,0,0,0,/content/Imgs/disco.00025.jpg
blues.00045.wav,blues,5,1,0,0,0,0,0,0,0,0,0,/content/Imgs/blues.00045.jpg
jazz.00005.wav,jazz,8,0,0,0,0,0,1,0,0,0,0,/content/Imgs/jazz.00005.jpg
rock.00052.wav,rock,18,0,0,0,0,0,0,0,0,0,1,/content/Imgs/rock.00052.jpg
reggae.00035.wav,reggae,16,0,0,0,0,0,0,0,0,1,0,/content/Imgs/reggae.00035.jpg
metal.00037.wav,metal,17,0,0,0,0,0,0,1,0,0,0,/content/Imgs/metal.00037.jpg
jazz.00063.wav,jazz,7,0,0,0,0,0,1,0,0,0,0,/content/Imgs/jazz.00063.jpg
rock.00083.wav,rock,13,0,0,0,0,0,0,0,0,0,1,/content/Imgs/rock.00083.jpg
metal.00011.wav,metal,18,0,0,0,0,0,0,1,0,0,0,/content/Imgs/metal.00011.jpg
blues.00047.wav,blues,4,1,0,0,0,0,0,0,0,0,0,/content/Imgs/blues.00047.jpg
blues.00057.wav,blues,19,1,0,0,0,0,0,0,0,0,0,/content/Imgs/blues.00057.jpg
pop.00069.wav,pop,11,0,0,0,0,0,0,0,1,0,0,/content/Imgs/pop.00069.jpg
rock.00068.wav,rock,0,0,0,0,0,0,0,0,0,0,1,/content/Imgs/rock.00068.jpg
classical.00077.wav,classical,9,0,1,0,0,0,0,0,0,0,0,/content/Imgs/classical.00077.jpg
country.00024.wav,country,1,0,0,1,0,0,0,0,0,0,0,/content/Imgs/country.00024.jpg
rock.00078.wav,rock,17,0,0,0,0,0,0,0,0,0,1,/content/Imgs/rock.00078.jpg
country.00028.wav,country,14,0,0,1,0,0,0,0,0,0,0,/content/Imgs/country.00028.jpg
classical.00012.wav,classical,12,0,1,0,0,0,0,0,0,0,0,/content/Imgs/classical.00012.jpg
metal.00091.wav,metal,3,0,0,0,0,0,0,1,0,0,0,/content/Imgs/metal.00091.jpg
disco.00056.wav,disco,17,0,0,0,1,0,0,0,0,0,0,/content/Imgs/disco.00056.jpg
jazz.00086.wav,jazz,19,0,0,0,0,0,1,0,0,0,0,/content/Imgs/jazz.00086.jpg
hiphop.00029.wav,hiphop,12,0,0,0,0,1,0,0,0,0,0,/content/Imgs/hiphop.00029.jpg
pop.00035.wav,pop,19,0,0,0,0,0,0,0,1,0,0,/content/Imgs/pop.00035.jpg
classical.00086.wav,classical,2,0,1,0,0,0,0,0,0,0,0,/content/Imgs/classical.00086.jpg
reggae.00049.wav,reggae,15,0,0,0,0,0,0,0,0,1,0,/content/Imgs/reggae.00049.jpg
disco.00029.wav,disco,13,0,0,0,1,0,0,0,0,0,0,/content/Imgs/disco.00029.jpg
blues.00041.wav,blues,2,1,0,0,0,0,0,0,0,0,0,/content/Imgs/blues.00041.jpg
country.00069.wav,country,3,0,0,1,0,0,0,0,0,0,0,/content/Imgs/country.00069.jpg
disco.00015.wav,disco,17,0,0,0,1,0,0,0,0,0,0,/content/Imgs/disco.00015.jpg
pop.00004.wav,pop,2,0,0,0,0,0,0,0,1,0,0,/content/Imgs/pop.00004.jpg
reggae.00092.wav,reggae,4,0,0,0,0,0,0,0,0,1,0,/content/Imgs/reggae.00092.jpg
rock.00097.wav,rock,17,0,0,0,0,0,0,0,0,0,1,/content/Imgs/rock.00097.jpg
hiphop.00046.wav,hiphop,16,0,0,0,0,1,0,0,0,0,0,/content/Imgs/hiphop.00046.jpg
classical.00055.wav,classical,1,0,1,0,0,0,0,0,0,0,0,/content/Imgs/classical.00055.jpg
country.00025.wav,country,16,0,0,1,0,0,0,0,0,0,0,/content/Imgs/country.00025.jpg
reggae.00058.wav,reggae,12,0,0,0,0,0,0,0,0,1,0,/content/Imgs/reggae.00058.jpg
country.00016.wav,country,17,0,0,1,0,0,0,0,0,0,0,/content/Imgs/country.00016.jpg
hiphop.00027.wav,hiphop,4,0,0,0,0,1,0,0,0,0,0,/content/Imgs/hiphop.00027.jpg
hiphop.00050.wav,hiphop,10,0,0,0,0,1,0,0,0,0,0,/content/Imgs/hiphop.00050.jpg
blues.00005.wav,blues,15,1,0,0,0,0,0,0,0,0,0,/content/Imgs/blues.00005.jpg
classical.00083.wav,classical,16,0,1,0,0,0,0,0,0,0,0,/content/Imgs/classical.00083.jpg
blues.00032.wav,blues,15,1,0,0,0,0,0,0,0,0,0,/content/Imgs/blues.00032.jpg
blues.00035.wav,blues,18,1,0,0,0,0,0,0,0,0,0,/content/Imgs/blues.00035.jpg
pop.00096.wav,pop,0,0,0,0,0,0,0,0,1,0,0,/content/Imgs/pop.00096.jpg
pop.00066.wav,pop,3,0,0,0,0,0,0,0,1,0,0,/content/Imgs/pop.00066.jpg
metal.00042.wav,metal,19,0,0,0,0,0,0,1,0,0,0,/content/Imgs/metal.00042.jpg
country.00022.wav,country,9,0,0,1,0,0,0,0,0,0,0,/content/Imgs/country.00022.jpg
reggae.00062.wav,reggae,7,0,0,0,0,0,0,0,0,1,0,/content/Imgs/reggae.00062.jpg
hiphop.00018.wav,hiphop,8,0,0,0,0,1,0,0,0,0,0,/content/Imgs/hiphop.00018.jpg
disco.00016.wav,disco,9,0,0,0,1,0,0,0,0,0,0,/content/Imgs/disco.00016.jpg
hiphop.00083.wav,hiphop,13,0,0,0,0,1,0,0,0,0,0,/content/Imgs/hiphop.00083.jpg
rock.00085.wav,rock,11,0,0,0,0,0,0,0,0,0,1,/content/Imgs/rock.00085.jpg
metal.00007.wav,metal,5,0,0,0,0,0,0,1,0,0,0,/content/Imgs/metal.00007.jpg
rock.00046.wav,rock,12,0,0,0,0,0,0,0,0,0,1,/content/Imgs/rock.00046.jpg
disco.00005.wav,disco,2,0,0,0,1,0,0,0,0,0,0,/content/Imgs/disco.00005.jpg
pop.00072.wav,pop,5,0,0,0,0,0,0,0,1,0,0,/content/Imgs/pop.00072.jpg
rock.00016.wav,rock,2,0,0,0,0,0,0,0,0,0,1,/content/Imgs/rock.00016.jpg
metal.00002.wav,metal,7,0,0,0,0,0,0,1,0,0,0,/content/Imgs/metal.00002.jpg
rock.00027.wav,rock,17,0,0,0,0,0,0,0,0,0,1,/content/Imgs/rock.00027.jpg
classical.00026.wav,classical,14,0,1,0,0,0,0,0,0,0,0,/content/Imgs/classical.00026.jpg
pop.00055.wav,pop,9,0,0,0,0,0,0,0,1,0,0,/content/Imgs/pop.00055.jpg
blues.00020.wav,blues,17,1,0,0,0,0,0,0,0,0,0,/content/Imgs/blues.00020.jpg
hiphop.00003.wav,hiphop,10,0,0,0,0,1,0,0,0,0,0,/content/Imgs/hiphop.00003.jpg
hiphop.00055.wav,hiphop,6,0,0,0,0,1,0,0,0,0,0,/content/Imgs/hiphop.00055.jpg
jazz.00092.wav,jazz,7,0,0,0,0,0,1,0,0,0,0,/content/Imgs/jazz.00092.jpg
disco.00051.wav,disco,9,0,0,0,1,0,0,0,0,0,0,/content/Imgs/disco.00051.jpg
hiphop.00084.wav,hiphop,9,0,0,0,0,1,0,0,0,0,0,/content/Imgs/hiphop.00084.jpg
rock.00031.wav,rock,8,0,0,0,0,0,0,0,0,0,1,/content/Imgs/rock.00031.jpg
pop.00061.wav,pop,13,0,0,0,0,0,0,0,1,0,0,/content/Imgs/pop.00061.jpg
classical.00045.wav,classical,10,0,1,0,0,0,0,0,0,0,0,/content/Imgs/classical.00045.jpg
metal.00041.wav,metal,18,0,0,0,0,0,0,1,0,0,0,/content/Imgs/metal.00041.jpg
country.00052.wav,country,2,0,0,1,0,0,0,0,0,0,0,/content/Imgs/country.00052.jpg
blues.00000.wav,blues,6,1,0,0,0,0,0,0,0,0,0,/content/Imgs/blues.00000.jpg
reggae.00042.wav,reggae,19,0,0,0,0,0,0,0,0,1,0,/content/Imgs/reggae.00042.jpg
country.00018.wav,country,7,0,0,1,0,0,0,0,0,0,0,/content/Imgs/country.00018.jpg
metal.00074.wav,metal,17,0,0,0,0,0,0,1,0,0,0,/content/Imgs/metal.00074.jpg
blues.00044.wav,blues,11,1,0,0,0,0,0,0,0,0,0,/content/Imgs/blues.00044.jpg
country.00027.wav,country,19,0,0,1,0,0,0,0,0,0,0,/content/Imgs/country.00027.jpg
country.00093.wav,country,19,0,0,1,0,0,0,0,0,0,0,/content/Imgs/country.00093.jpg
rock.00081.wav,rock,10,0,0,0,0,0,0,0,0,0,1,/content/Imgs/rock.00081.jpg
country.00006.wav,country,5,0,0,1,0,0,0,0,0,0,0,/content/Imgs/country.00006.jpg
reggae.00008.wav,reggae,4,0,0,0,0,0,0,0,0,1,0,/content/Imgs/reggae.00008.jpg
hiphop.00060.wav,hiphop,12,0,0,0,0,1,0,0,0,0,0,/content/Imgs/hiphop.00060.jpg
jazz.00035.wav,jazz,8,0,0,0,0,0,1,0,0,0,0,/content/Imgs/jazz.00035.jpg
rock.00059.wav,rock,5,0,0,0,0,0,0,0,0,0,1,/content/Imgs/rock.00059.jpg
metal.00000.wav,metal,0,0,0,0,0,0,0,1,0,0,0,/content/Imgs/metal.00000.jpg
disco.00081.wav,disco,8,0,0,0,1,0,0,0,0,0,0,/content/Imgs/disco.00081.jpg
rock.00089.wav,rock,7,0,0,0,0,0,0,0,0,0,1,/content/Imgs/rock.00089.jpg
reggae.00069.wav,reggae,17,0,0,0,0,0,0,0,0,1,0,/content/Imgs/reggae.00069.jpg
country.00072.wav,country,3,0,0,1,0,0,0,0,0,0,0,/content/Imgs/country.00072.jpg
jazz.00011.wav,jazz,3,0,0,0,0,0,1,0,0,0,0,/content/Imgs/jazz.00011.jpg
hiphop.00097.wav,hiphop,0,0,0,0,0,1,0,0,0,0,0,/content/Imgs/hiphop.00097.jpg
reggae.00060.wav,reggae,16,0,0,0,0,0,0,0,0,1,0,/content/Imgs/reggae.00060.jpg
country.00092.wav,country,4,0,0,1,0,0,0,0,0,0,0,/content/Imgs/country.00092.jpg
classical.00065.wav,classical,6,0,1,0,0,0,0,0,0,0,0,/content/Imgs/classical.00065.jpg
jazz.00065.wav,jazz,11,0,0,0,0,0,1,0,0,0,0,/content/Imgs/jazz.00065.jpg
country.00013.wav,country,18,0,0,1,0,0,0,0,0,0,0,/content/Imgs/country.00013.jpg
country.00088.wav,country,5,0,0,1,0,0,0,0,0,0,0,/content/Imgs/country.00088.jpg
country.00073.wav,country,6,0,0,1,0,0,0,0,0,0,0,/content/Imgs/country.00073.jpg
disco.00088.wav,disco,0,0,0,0,1,0,0,0,0,0,0,/content/Imgs/disco.00088.jpg
disco.00002.wav,disco,4,0,0,0,1,0,0,0,0,0,0,/content/Imgs/disco.00002.jpg
blues.00006.wav,blues,9,1,0,0,0,0,0,0,0,0,0,/content/Imgs/blues.00006.jpg
blues.00025.wav,blues,5,1,0,0,0,0,0,0,0,0,0,/content/Imgs/blues.00025.jpg
disco.00099.wav,disco,3,0,0,0,1,0,0,0,0,0,0,/content/Imgs/disco.00099.jpg
metal.00052.wav,metal,11,0,0,0,0,0,0,1,0,0,0,/content/Imgs/metal.00052.jpg
classical.00096.wav,classical,11,0,1,0,0,0,0,0,0,0,0,/content/Imgs/classical.00096.jpg
rock.00004.wav,rock,14,0,0,0,0,0,0,0,0,0,1,/content/Imgs/rock.00004.jpg
hiphop.00094.wav,hiphop,13,0,0,0,0,1,0,0,0,0,0,/content/Imgs/hiphop.00094.jpg
pop.00077.wav,pop,15,0,0,0,0,0,0,0,1,0,0,/content/Imgs/pop.00077.jpg
pop.00050.wav,pop,14,0,0,0,0,0,0,0,1,0,0,/content/Imgs/pop.00050.jpg
blues.00092.wav,blues,17,1,0,0,0,0,0,0,0,0,0,/content/Imgs/blues.00092.jpg
classical.00050.wav,classical,14,0,1,0,0,0,0,0,0,0,0,/content/Imgs/classical.00050.jpg
disco.00072.wav,disco,7,0,0,0,1,0,0,0,0,0,0,/content/Imgs/disco.00072.jpg
classical.00035.wav,classical,2,0,1,0,0,0,0,0,0,0,0,/content/Imgs/classical.00035.jpg
disco.00033.wav,disco,7,0,0,0,1,0,0,0,0,0,0,/content/Imgs/disco.00033.jpg
metal.00008.wav,metal,13,0,0,0,0,0,0,1,0,0,0,/content/Imgs/metal.00008.jpg
jazz.00036.wav,jazz,0,0,0,0,0,0,1,0,0,0,0,/content/Imgs/jazz.00036.jpg
jazz.00068.wav,jazz,13,0,0,0,0,0,1,0,0,0,0,/content/Imgs/jazz.00068.jpg
rock.00019.wav,rock,0,0,0,0,0,0,0,0,0,0,1,/content/Imgs/rock.00019.jpg
rock.00051.wav,rock,19,0,0,0,0,0,0,0,0,0,1,/content/Imgs/rock.00051.jpg
rock.00095.wav,rock,10,0,0,0,0,0,0,0,0,0,1,/content/Imgs/rock.00095.jpg
classical.00015.wav,classical,18,0,1,0,0,0,0,0,0,0,0,/content/Imgs/classical.00015.jpg
metal.00065.wav,metal,0,0,0,0,0,0,0,1,0,0,0,/content/Imgs/metal.00065.jpg
pop.00033.wav,pop,16,0,0,0,0,0,0,0,1,0,0,/content/Imgs/pop.00033.jpg
jazz.00044.wav,jazz,10,0,0,0,0,0,1,0,0,0,0,/content/Imgs/jazz.00044.jpg
country.00038.wav,country,6,0,0,1,0,0,0,0,0,0,0,/content/Imgs/country.00038.jpg
rock.00015.wav,rock,15,0,0,0,0,0,0,0,0,0,1,/content/Imgs/rock.00015.jpg
pop.00001.wav,pop,6,0,0,0,0,0,0,0,1,0,0,/content/Imgs/pop.00001.jpg
pop.00062.wav,pop,6,0,0,0,0,0,0,0,1,0,0,/content/Imgs/pop.00062.jpg
classical.00084.wav,classical,4,0,1,0,0,0,0,0,0,0,0,/content/Imgs/classical.00084.jpg
country.00084.wav,country,15,0,0,1,0,0,0,0,0,0,0,/content/Imgs/country.00084.jpg
disco.00038.wav,disco,16,0,0,0,1,0,0,0,0,0,0,/content/Imgs/disco.00038.jpg
disco.00011.wav,disco,10,0,0,0,1,0,0,0,0,0,0,/content/Imgs/disco.00011.jpg
blues.00064.wav,blues,1,1,0,0,0,0,0,0,0,0,0,/content/Imgs/blues.00064.jpg
reggae.00030.wav,reggae,1,0,0,0,0,0,0,0,0,1,0,/content/Imgs/reggae.00030.jpg
pop.00034.wav,pop,2,0,0,0,0,0,0,0,1,0,0,/content/Imgs/pop.00034.jpg
rock.00088.wav,rock,19,0,0,0,0,0,0,0,0,0,1,/content/Imgs/rock.00088.jpg
classical.00089.wav,classical,5,0,1,0,0,0,0,0,0,0,0,/content/Imgs/classical.00089.jpg
disco.00042.wav,disco,12,0,0,0,1,0,0,0,0,0,0,/content/Imgs/disco.00042.jpg
jazz.00015.wav,jazz,5,0,0,0,0,0,1,0,0,0,0,/content/Imgs/jazz.00015.jpg
jazz.00060.wav,jazz,10,0,0,0,0,0,1,0,0,0,0,/content/Imgs/jazz.00060.jpg
hiphop.00051.wav,hiphop,1,0,0,0,0,1,0,0,0,0,0,/content/Imgs/hiphop.00051.jpg
hiphop.00016.wav,hiphop,16,0,0,0,0,1,0,0,0,0,0,/content/Imgs/hiphop.00016.jpg
rock.00084.wav,rock,8,0,0,0,0,0,0,0,0,0,1,/content/Imgs/rock.00084.jpg
disco.00036.wav,disco,19,0,0,0,1,0,0,0,0,0,0,/content/Imgs/disco.00036.jpg
disco.00041.wav,disco,14,0,0,0,1,0,0,0,0,0,0,/content/Imgs/disco.00041.jpg
country.00012.wav,country,12,0,0,1,0,0,0,0,0,0,0,/content/Imgs/country.00012.jpg
reggae.00051.wav,reggae,5,0,0,0,0,0,0,0,0,1,0,/content/Imgs/reggae.00051.jpg
country.00017.wav,country,11,0,0,1,0,0,0,0,0,0,0,/content/Imgs/country.00017.jpg
blues.00040.wav,blues,8,1,0,0,0,0,0,0,0,0,0,/content/Imgs/blues.00040.jpg
classical.00024.wav,classical,8,0,1,0,0,0,0,0,0,0,0,/content/Imgs/classical.00024.jpg
reggae.00021.wav,reggae,15,0,0,0,0,0,0,0,0,1,0,/content/Imgs/reggae.00021.jpg
